ID client,Nom,Edat,Gènere,Perfil de viatge,Preferències comercials,Interacció habitual,Historial d’usos
0735,Fausto Franco,58,M,Turisme,Cuina italiana,Accepta ofertes de menjar,"1 consulta a cafeteries, 4 consultes a botigues"
0736,Óscar Arribas,27,M,Turisme,"Moda, Cafeteria, Perfumeria",Segueix suggeriments personalitzats,"4 consultes a botigues, 3 consultes a cafeteries"
0737,Porfirio Cerezo,48,M,Negocis,"Premsa i llibres, Moda, Productes naturals",Ignora promocions,"2 consultes a cafeteries, 1 consulta a botigues, 4 consultes a vehicles"
0738,Eugenio Llorente,35,M,Turisme,"Cuina ràpida, Cuina italiana",Respon a ofertes de llibres,"2 consultes a restaurants, 3 consultes a cafeteries"
0739,Fabián Peña,70,M,Altres,"Productes naturals, Cuina ràpida, Moda",Respon a ofertes de llibres,"1 consulta a cafeteries, 4 consultes a botigues"
0740,Yago Palomares,21,M,Turisme,"Productes naturals, Premsa i llibres, Perfumeria",Segueix suggeriments personalitzats,"2 consultes a vehicles, 4 consultes a restaurants"
0741,Purificación Hoz,63,F,Turisme,"Perfumeria, Mediterrània",Ignora promocions,"4 consultes a vehicles, 4 consultes a restaurants, 2 consultes a cafeteries"
0742,Emperatriz Dominguez,65,F,Família,Premsa i llibres,Ignora promocions,"4 consultes a vehicles, 1 consulta a restaurants"
0743,Simón Zabala,66,M,Altres,"Cuina italiana, Cafeteria",Ignora promocions,"5 consultes a llibres, 5 consultes a botigues"
0744,Héctor Merino,42,M,Família,"Perfumeria, Cafeteria",Respon a ofertes de llibres,"4 consultes a cafeteries, 3 consultes a restaurants, 5 consultes a vehicles"
0745,Lourdes Carrillo,31,F,Negocis,"Cafeteria, Cuina ràpida",Només consulta horaris i ubicacions,"3 consultes a llibres, 3 consultes a cafeteries"
0746,Nuria Prada,44,F,Turisme,"Mediterrània, Cafeteria, Cuina ràpida",Accepta ofertes de menjar,5 consultes a cafeteries
0747,Cornelio Azorin,46,M,Turisme,"Perfumeria, Moda",Accepta ofertes de menjar,1 consulta a cafeteries
0748,Edu Serna,47,M,Altres,"Mediterrània, Cuina italiana, Cafeteria",Ignora promocions,5 consultes a vehicles
0749,Delia Canals,33,F,Família,"Cuina italiana, Cuina ràpida",Respon a ofertes de llibres,2 consultes a vehicles
0750,Juanito Gámez,44,M,Turisme,Cuina italiana,Segueix suggeriments personalitzats,"5 consultes a vehicles, 2 consultes a restaurants"
0751,Clotilde Puerta,23,F,Negocis,"Productes naturals, Cafeteria",Accepta ofertes de menjar,"3 consultes a llibres, 3 consultes a vehicles"
0752,Eva María Castilla,49,F,Altres,"Mediterrània, Perfumeria, Cuina ràpida",Només consulta horaris i ubicacions,"3 consultes a botigues, 4 consultes a vehicles"
0753,Augusto Nicolau,57,M,Família,Cafeteria,Només consulta horaris i ubicacions,4 consultes a botigues
0754,Merche Nevado,66,F,Negocis,"Cuina italiana, Perfumeria, Mediterrània",Respon a ofertes de llibres,"3 consultes a vehicles, 1 consulta a llibres"
0755,Pepito Cifuentes,74,M,Negocis,"Premsa i llibres, Productes naturals, Cuina ràpida",Ignora promocions,5 consultes a restaurants
0756,Abraham Cortés,30,M,Família,Premsa i llibres,Ignora promocions,1 consulta a llibres
0757,Yolanda Arregui,48,F,Família,"Cuina italiana, Cuina ràpida, Productes naturals",Només consulta horaris i ubicacions,2 consultes a restaurants
0758,Isidro Pedro,24,M,Turisme,Mediterrània,Segueix suggeriments personalitzats,"2 consultes a restaurants, 1 consulta a cafeteries"
0759,Demetrio Comas,35,M,Família,"Cuina italiana, Moda",Només consulta horaris i ubicacions,"4 consultes a botigues, 2 consultes a llibres"
0760,Gonzalo Saavedra,63,M,Altres,"Cuina ràpida, Mediterrània, Perfumeria",Ignora promocions,"5 consultes a botigues, 5 consultes a restaurants"
0761,Calisto Bonilla,43,M,Altres,"Perfumeria, Cafeteria",Segueix suggeriments personalitzats,"2 consultes a restaurants, 4 consultes a cafeteries, 1 consulta a llibres"
0762,Lupe Montes,35,M,Turisme,"Cuina ràpida, Productes naturals",Només consulta horaris i ubicacions,"2 consultes a botigues, 5 consultes a cafeteries"
0763,Noelia Benet,67,F,Família,"Moda, Cafeteria",Respon a ofertes de llibres,"2 consultes a restaurants, 3 consultes a cafeteries"
0764,Marino Marin,55,M,Turisme,"Moda, Cafeteria",Segueix suggeriments personalitzats,"2 consultes a vehicles, 3 consultes a llibres"
0765,Coral Carretero,67,F,Negocis,"Premsa i llibres, Productes naturals, Cuina italiana",Respon a ofertes de llibres,"5 consultes a vehicles, 3 consultes a restaurants, 2 consultes a llibres"
0766,Pastor Solís,30,M,Turisme,"Cuina ràpida, Cuina italiana, Moda",Només consulta horaris i ubicacions,4 consultes a cafeteries
0767,Basilio Cózar,75,M,Negocis,Perfumeria,Respon a ofertes de llibres,"2 consultes a botigues, 1 consulta a vehicles, 4 consultes a cafeteries"
0768,Edu Reyes,62,M,Família,"Mediterrània, Cuina italiana, Cuina ràpida",Accepta ofertes de menjar,2 consultes a restaurants
0769,Gerónimo Peña,47,M,Turisme,Mediterrània,Ignora promocions,2 consultes a llibres
0770,Victor Aranda,43,M,Negocis,Premsa i llibres,Només consulta horaris i ubicacions,"2 consultes a botigues, 2 consultes a vehicles, 2 consultes a llibres"
0771,Lucho Dueñas,36,M,Turisme,"Cuina italiana, Perfumeria",Segueix suggeriments personalitzats,"5 consultes a llibres, 3 consultes a botigues, 2 consultes a cafeteries"
0772,Isidro Juliá,29,M,Família,"Mediterrània, Premsa i llibres, Perfumeria",Respon a ofertes de llibres,"3 consultes a llibres, 4 consultes a restaurants, 3 consultes a cafeteries"
0773,Vilma Buendía,40,F,Turisme,"Moda, Cuina ràpida",Ignora promocions,"4 consultes a llibres, 1 consulta a cafeteries, 3 consultes a restaurants"
0774,Isaac Manjón,18,M,Turisme,Cuina italiana,Segueix suggeriments personalitzats,"1 consulta a vehicles, 5 consultes a restaurants"
0775,Celestina Ferrer,20,F,Negocis,"Mediterrània, Productes naturals",Només consulta horaris i ubicacions,5 consultes a llibres
0776,Alma Roldan,30,F,Turisme,Premsa i llibres,Ignora promocions,4 consultes a llibres
0777,Elena Piquer,41,F,Negocis,"Productes naturals, Moda",Segueix suggeriments personalitzats,4 consultes a vehicles
0778,Tiburcio Diaz,34,M,Turisme,"Mediterrània, Cafeteria, Premsa i llibres",Només consulta horaris i ubicacions,5 consultes a botigues
0779,Lidia Quintana,57,F,Turisme,Productes naturals,Accepta ofertes de menjar,"3 consultes a restaurants, 5 consultes a cafeteries"
0780,Antonio Mata,63,M,Negocis,Premsa i llibres,Segueix suggeriments personalitzats,"3 consultes a vehicles, 4 consultes a llibres, 5 consultes a restaurants"
0781,Noemí Orozco,20,F,Altres,"Cafeteria, Moda",Accepta ofertes de menjar,5 consultes a restaurants
0782,Gonzalo Berrocal,55,M,Negocis,"Mediterrània, Cafeteria, Productes naturals",Ignora promocions,"3 consultes a cafeteries, 5 consultes a restaurants, 3 consultes a llibres"
0783,Nicanor Pera,57,M,Família,"Cafeteria, Perfumeria",Respon a ofertes de llibres,"4 consultes a cafeteries, 5 consultes a botigues"
0784,Ema Sancho,57,F,Família,Cuina ràpida,Ignora promocions,"2 consultes a cafeteries, 5 consultes a botigues, 3 consultes a vehicles"
0785,Artemio Uribe,54,M,Negocis,"Cafeteria, Cuina ràpida",Només consulta horaris i ubicacions,5 consultes a botigues
0786,Leire Gallego,65,F,Altres,Productes naturals,Accepta ofertes de menjar,4 consultes a vehicles
0787,Martín Vergara,20,M,Turisme,"Cafeteria, Productes naturals, Perfumeria",Accepta ofertes de menjar,"3 consultes a llibres, 3 consultes a vehicles"
0788,Ovidio Palomino,28,M,Negocis,Premsa i llibres,Ignora promocions,"5 consultes a vehicles, 2 consultes a botigues, 2 consultes a restaurants"
0789,Anabel Cantero,46,F,Altres,Moda,Accepta ofertes de menjar,"2 consultes a llibres, 2 consultes a botigues"
0790,Josefina Domínguez,64,F,Negocis,Moda,Només consulta horaris i ubicacions,"1 consulta a botigues, 1 consulta a restaurants, 1 consulta a vehicles"
0791,Dan Prieto,72,M,Turisme,Premsa i llibres,Ignora promocions,3 consultes a llibres
0792,Noa Lago,60,F,Turisme,"Mediterrània, Cuina italiana",Ignora promocions,"3 consultes a llibres, 4 consultes a vehicles"
0793,Manu Rivas,40,M,Altres,"Cafeteria, Perfumeria, Moda",Respon a ofertes de llibres,2 consultes a botigues
0794,Susana León,33,F,Negocis,Cuina ràpida,Accepta ofertes de menjar,4 consultes a restaurants
0795,Silvia Iriarte,24,F,Família,"Moda, Cafeteria, Cuina ràpida",Accepta ofertes de menjar,"1 consulta a cafeteries, 4 consultes a vehicles"
0796,Tatiana Vilar,72,F,Turisme,"Premsa i llibres, Productes naturals",Segueix suggeriments personalitzats,5 consultes a llibres
0797,Nico Carrión,63,M,Família,"Mediterrània, Productes naturals, Moda",Ignora promocions,"5 consultes a llibres, 4 consultes a restaurants"
0798,Ainoa Bustamante,43,F,Turisme,"Cafeteria, Productes naturals",Accepta ofertes de menjar,"3 consultes a restaurants, 3 consultes a botigues, 4 consultes a cafeteries"
0799,Bernabé Gálvez,38,M,Altres,Productes naturals,Respon a ofertes de llibres,5 consultes a cafeteries
0800,Loreto Castillo,55,F,Altres,"Cuina ràpida, Productes naturals",Només consulta horaris i ubicacions,"2 consultes a restaurants, 4 consultes a cafeteries, 5 consultes a vehicles"
0801,Aitor Vera,41,M,Turisme,Cuina italiana,Ignora promocions,4 consultes a cafeteries
0802,Valeria Perera,25,F,Negocis,"Premsa i llibres, Cafeteria, Productes naturals",Només consulta horaris i ubicacions,"1 consulta a cafeteries, 1 consulta a botigues"
0803,Andrés Felipe Santiago,36,M,Altres,"Cafeteria, Cuina italiana, Cuina ràpida",Respon a ofertes de llibres,"3 consultes a cafeteries, 4 consultes a restaurants"
0804,Luciano Saavedra,61,M,Altres,"Cuina ràpida, Premsa i llibres",Accepta ofertes de menjar,"5 consultes a restaurants, 3 consultes a vehicles, 1 consulta a botigues"
0805,Cosme Soriano,30,M,Altres,"Moda, Premsa i llibres, Cafeteria",Ignora promocions,"5 consultes a restaurants, 4 consultes a cafeteries, 2 consultes a llibres"
0806,Juan Antonio Lloret,54,M,Negocis,Perfumeria,Segueix suggeriments personalitzats,"4 consultes a cafeteries, 4 consultes a llibres, 1 consulta a restaurants"
0807,Violeta Barrera,49,F,Negocis,"Cafeteria, Moda",Només consulta horaris i ubicacions,3 consultes a restaurants
0808,Anastasia Guerrero,67,F,Família,Mediterrània,Respon a ofertes de llibres,1 consulta a llibres
0809,Dorotea Carreño,47,F,Turisme,"Moda, Perfumeria",Respon a ofertes de llibres,"1 consulta a cafeteries, 1 consulta a llibres, 2 consultes a restaurants"
0810,Juan Francisco Rico,74,M,Família,"Cuina italiana, Productes naturals",Accepta ofertes de menjar,"4 consultes a restaurants, 2 consultes a botigues, 1 consulta a llibres"
0811,Aureliano Bolaños,60,M,Negocis,Moda,Ignora promocions,"5 consultes a llibres, 4 consultes a restaurants, 2 consultes a cafeteries"
0812,Anastasio Miranda,19,M,Altres,"Cafeteria, Perfumeria, Cuina italiana",Segueix suggeriments personalitzats,"1 consulta a restaurants, 4 consultes a vehicles"
0813,Jose Carlos Peral,53,M,Negocis,"Productes naturals, Perfumeria",Respon a ofertes de llibres,3 consultes a vehicles
0814,Jennifer Cardona,23,F,Família,"Cafeteria, Cuina ràpida",Només consulta horaris i ubicacions,"1 consulta a restaurants, 3 consultes a llibres"
0815,Ariadna Elías,30,F,Negocis,"Cuina italiana, Cuina ràpida, Cafeteria",Ignora promocions,5 consultes a botigues
0816,Martirio Navarrete,27,F,Negocis,Cuina italiana,Només consulta horaris i ubicacions,5 consultes a llibres
0817,Concha Orozco,23,F,Família,Cafeteria,Respon a ofertes de llibres,"1 consulta a vehicles, 4 consultes a cafeteries, 2 consultes a restaurants"
0818,Rico Casares,40,M,Família,"Moda, Premsa i llibres, Cafeteria",Accepta ofertes de menjar,4 consultes a restaurants
0819,Pastora Pardo,60,F,Família,Premsa i llibres,Només consulta horaris i ubicacions,"5 consultes a botigues, 2 consultes a restaurants, 3 consultes a llibres"
0820,Eliseo Cueto,26,M,Família,"Cuina ràpida, Moda",Només consulta horaris i ubicacions,4 consultes a cafeteries
0821,Máximo Rey,22,M,Altres,Perfumeria,Només consulta horaris i ubicacions,"2 consultes a vehicles, 3 consultes a llibres"
0822,Alcides Azorin,39,M,Altres,"Premsa i llibres, Cuina ràpida",Només consulta horaris i ubicacions,"5 consultes a vehicles, 4 consultes a restaurants"
0823,Carmelo Plaza,40,M,Família,"Premsa i llibres, Cuina ràpida, Cuina italiana",Respon a ofertes de llibres,"2 consultes a botigues, 4 consultes a cafeteries, 3 consultes a restaurants"
0824,Claudio Pavón,52,M,Turisme,"Cuina italiana, Perfumeria, Cafeteria",Només consulta horaris i ubicacions,"4 consultes a botigues, 5 consultes a cafeteries, 2 consultes a llibres"
0825,Gala Vázquez,35,F,Negocis,"Productes naturals, Cafeteria",Ignora promocions,3 consultes a restaurants
0826,Griselda Correa,42,F,Família,Perfumeria,Respon a ofertes de llibres,1 consulta a llibres
0827,Pepito Lara,55,M,Altres,"Productes naturals, Moda",Respon a ofertes de llibres,5 consultes a cafeteries
0828,Lope Casas,21,M,Negocis,Cafeteria,Respon a ofertes de llibres,3 consultes a cafeteries
0829,Corona Dávila,51,F,Altres,Cuina italiana,Segueix suggeriments personalitzats,"4 consultes a vehicles, 3 consultes a llibres"
0830,Nélida Alcalde,59,F,Altres,Cuina ràpida,Només consulta horaris i ubicacions,"1 consulta a cafeteries, 1 consulta a botigues"
0831,Rosario Cerro,73,M,Turisme,"Perfumeria, Productes naturals",Ignora promocions,5 consultes a vehicles
0832,Sofía Sobrino,26,F,Negocis,Cuina italiana,Ignora promocions,2 consultes a cafeteries
0833,Simón Conde,53,M,Negocis,"Productes naturals, Perfumeria, Cafeteria",Accepta ofertes de menjar,"4 consultes a vehicles, 1 consulta a cafeteries"
0834,Cristian Gonzalo,46,M,Altres,"Moda, Premsa i llibres, Perfumeria",Respon a ofertes de llibres,"4 consultes a vehicles, 5 consultes a cafeteries, 4 consultes a restaurants"
0835,Julio César Amores,54,M,Altres,Cuina ràpida,Ignora promocions,"3 consultes a cafeteries, 2 consultes a botigues, 1 consulta a restaurants"
0836,Eufemia Valero,58,F,Negocis,Cuina italiana,Respon a ofertes de llibres,"3 consultes a vehicles, 1 consulta a llibres, 4 consultes a botigues"
0837,Eusebio Vizcaíno,33,M,Negocis,"Premsa i llibres, Cafeteria",Ignora promocions,4 consultes a vehicles
0838,Adelia Moll,19,F,Família,"Premsa i llibres, Productes naturals",Respon a ofertes de llibres,"5 consultes a llibres, 4 consultes a cafeteries, 2 consultes a botigues"
0839,Adelina Belda,41,F,Turisme,"Premsa i llibres, Moda",Només consulta horaris i ubicacions,"1 consulta a llibres, 4 consultes a restaurants"
0840,Benita González,29,F,Negocis,"Cafeteria, Cuina ràpida",Respon a ofertes de llibres,"3 consultes a restaurants, 3 consultes a llibres, 3 consultes a cafeteries"
0841,Teodora Heredia,19,F,Negocis,"Cuina ràpida, Productes naturals",Accepta ofertes de menjar,4 consultes a restaurants
0842,Víctor Bello,62,M,Altres,"Mediterrània, Perfumeria",Respon a ofertes de llibres,"3 consultes a botigues, 3 consultes a restaurants"
0843,Teo Figueras,49,M,Negocis,Cuina ràpida,Respon a ofertes de llibres,4 consultes a vehicles
0844,Anselma Riquelme,55,F,Família,Premsa i llibres,Només consulta horaris i ubicacions,"1 consulta a botigues, 3 consultes a vehicles, 5 consultes a llibres"
0845,Dulce Alonso,47,F,Negocis,Mediterrània,Segueix suggeriments personalitzats,4 consultes a botigues
0846,Santos Guillen,48,M,Turisme,"Moda, Cuina italiana, Perfumeria",Respon a ofertes de llibres,"3 consultes a vehicles, 1 consulta a llibres"
0847,Jose Miguel Rodriguez,24,M,Altres,"Productes naturals, Cafeteria, Cuina ràpida",Respon a ofertes de llibres,4 consultes a botigues
0848,Andrés Felipe Ariza,41,M,Negocis,Moda,Accepta ofertes de menjar,5 consultes a botigues
0849,María Carmen Almansa,39,F,Família,"Moda, Cuina italiana, Cafeteria",Només consulta horaris i ubicacions,"1 consulta a restaurants, 1 consulta a llibres, 2 consultes a vehicles"
0850,Gertrudis Páez,21,F,Turisme,"Cuina ràpida, Moda",Respon a ofertes de llibres,"1 consulta a llibres, 2 consultes a cafeteries, 1 consulta a vehicles"
0851,Marcela Machado,64,F,Negocis,"Moda, Cuina ràpida",Ignora promocions,"4 consultes a restaurants, 2 consultes a botigues"
0852,Áurea Molina,57,F,Turisme,Moda,Ignora promocions,"2 consultes a botigues, 3 consultes a vehicles"
0853,Candelas Monreal,28,F,Família,Cuina ràpida,Accepta ofertes de menjar,"1 consulta a llibres, 2 consultes a botigues, 2 consultes a restaurants"
0854,Pánfilo Viana,66,M,Turisme,"Productes naturals, Cuina ràpida",Segueix suggeriments personalitzats,1 consulta a llibres
0855,Remigio Ribes,71,M,Altres,Cafeteria,Accepta ofertes de menjar,"3 consultes a llibres, 4 consultes a botigues, 5 consultes a cafeteries"
0856,Amaro Cazorla,18,M,Turisme,"Moda, Productes naturals",Ignora promocions,"3 consultes a cafeteries, 5 consultes a botigues, 3 consultes a vehicles"
0857,Renata Tenorio,58,F,Turisme,Cuina ràpida,Segueix suggeriments personalitzats,"2 consultes a restaurants, 4 consultes a botigues"
0858,Lucila Arroyo,58,F,Negocis,"Mediterrània, Productes naturals",Només consulta horaris i ubicacions,"5 consultes a llibres, 1 consulta a cafeteries"
0859,Jennifer Teruel,44,F,Família,"Cafeteria, Productes naturals",Només consulta horaris i ubicacions,"3 consultes a botigues, 2 consultes a cafeteries"
0860,Felicia Gargallo,24,F,Turisme,"Cafeteria, Cuina italiana, Productes naturals",Respon a ofertes de llibres,3 consultes a vehicles
0861,Leocadio Aller,31,M,Família,"Moda, Cafeteria",Només consulta horaris i ubicacions,"3 consultes a llibres, 3 consultes a cafeteries, 2 consultes a botigues"
0862,Juana Cabezas,28,F,Negocis,"Moda, Cafeteria",Només consulta horaris i ubicacions,"3 consultes a cafeteries, 2 consultes a vehicles"
0863,Cecilio Barberá,75,M,Altres,Productes naturals,Segueix suggeriments personalitzats,"1 consulta a vehicles, 4 consultes a restaurants, 3 consultes a botigues"
0864,Saturnina Cepeda,39,F,Altres,"Premsa i llibres, Mediterrània",Accepta ofertes de menjar,"1 consulta a llibres, 4 consultes a cafeteries, 3 consultes a vehicles"
0865,Eusebio Pedraza,61,M,Família,"Cafeteria, Mediterrània",Ignora promocions,"5 consultes a botigues, 2 consultes a cafeteries"
